"gene.symbol"	"egID"	"gene.set"
"MYH4"	4622	"phen"
"MYH6"	4624	"phen"
"MYH7"	4625	"phen"
"MYH8"	4626	"phen"
"MYH9"	4627	"phen"
"MYL1"	4632	"phen"
"MYL12A"	10627	"phen"
"MYL2"	4633	"phen"
"MYL3"	4634	"phen"
"MYL7"	58498	"phen"
"MYLK"	4638	"phen"
"MYLK2"	85366	"phen"
"MYLK3"	91807	"phen"
"MYLPF"	29895	"phen"
"MYO15A"	51168	"phen"
"MYO18B"	84700	"phen"
"MYO1A"	4640	"phen"
"MYO1C"	4641	"phen"
"MYO1E"	4643	"phen"
"MYO1F"	4542	"phen"
"MYO3A"	53904	"phen"
"MYO5A"	4644	"phen"
"MYO5B"	4645	"phen"
"MYO6"	4646	"phen"
"MYO7A"	4647	"phen"
"MYO9B"	4650	"phen"
"MYOC"	4653	"phen"
"MYOCD"	93649	"phen"
"MYOD1"	4654	"phen"
"MYOF"	26509	"phen"
"MYOG"	4656	"phen"
"MYOT"	9499	"phen"
"MYOZ1"	58529	"phen"
"MYOZ2"	51778	"phen"
"MYPN"	84665	"phen"
"MYRF"	745	"phen"
"MYSM1"	114803	"phen"
"MYT1"	4661	"phen"
"MYT1L"	23040	"phen"
"MZF1"	7593	"phen"
"N6AMT1"	29104	"phen"
"NAA10"	8260	"phen"
"NAA40"	79829	"phen"
"NAB1"	4664	"phen"
"NAB2"	4665	"phen"
"NABP2"	79035	"phen"
"NACA"	4666	"phen"
"NACC1"	112939	"phen"
"NAGA"	4668	"phen"
"NAGLU"	4669	"phen"
"NAGPA"	51172	"phen"
"NAGS"	162417	"phen"
"NAIP"	4671	"phen"
"NALCN"	259232	"phen"
"NAMPT"	10135	"phen"
"NANOG"	79923	"phen"
"NANOS1"	340719	"phen"
"NANOS2"	339345	"phen"
"NANOS3"	342977	"phen"
"NAPA"	8775	"phen"
"NAPB"	63908	"phen"
"NAPEPLD"	222236	"phen"
"NARFL"	64428	"phen"
"NASP"	4678	"phen"
"NAT1"	9	"phen"
"NAT10"	55226	"phen"
"NAT2"	10	"phen"
"NAT8L"	339983	"phen"
"NBAS"	51594	"phen"
"NBEA"	26960	"phen"
"NBEAL2"	23218	"phen"
"NBEAP1"	606	"phen"
"NBL1"	4681	"phen"
"NBN"	4683	"phen"
"NBR1"	4077	"phen"
"NCALD"	83988	"phen"
"NCAM1"	4684	"phen"
"NCAM2"	4685	"phen"
"NCAN"	1463	"phen"
"NCAPG2"	54892	"phen"
"NCAPH"	23397	"phen"
"NCAPH2"	29781	"phen"
"NCDN"	23154	"phen"
"NCEH1"	57552	"phen"
"NCF1"	653361	"phen"
"NCF2"	4688	"phen"
"NCF4"	4689	"phen"
"NCK1"	4690	"phen"
"NCK2"	8440	"phen"
"NCKAP1"	10787	"phen"
"NCKAP1L"	3071	"phen"
"NCKIPSD"	51517	"phen"
"NCOA1"	8648	"phen"
"NCOA2"	10499	"phen"
"NCOA3"	8202	"phen"
"NCOA4"	8031	"phen"
"NCOR1"	9611	"phen"
"NCOR2"	9612	"phen"
"NCR1"	9437	"phen"
"NCR3"	259197	"phen"
"NCSTN"	23385	"phen"
"NDC1"	55706	"phen"
"NDE1"	54820	"phen"
"NDEL1"	81565	"phen"
"NDFIP1"	80762	"phen"
"NDN"	4692	"phen"
"NDP"	4693	"phen"
"NDRG1"	10397	"phen"
"NDRG2"	57447	"phen"
"NDRG4"	65009	"phen"
"NDST1"	3340	"phen"
"NDST2"	8509	"phen"
"NDST3"	9348	"phen"
"NDUFA1"	4694	"phen"
"NDUFA10"	4705	"phen"
"NDUFA11"	126328	"phen"
"NDUFA12"	55967	"phen"
"NDUFA13"	51079	"phen"
"NDUFA2"	4695	"phen"
"NDUFA4"	4697	"phen"
"NDUFA9"	4704	"phen"
"NDUFAF1"	51103	"phen"
"NDUFAF2"	91942	"phen"
"NDUFAF3"	25915	"phen"
"NDUFAF4"	29078	"phen"
"NDUFAF5"	79133	"phen"
"NDUFAF6"	137682	"phen"
"NDUFB3"	4709	"phen"
"NDUFB8"	4714	"phen"
"NDUFB9"	4715	"phen"
"NDUFS1"	4719	"phen"
"NDUFS2"	4720	"phen"
"NDUFS3"	4722	"phen"
"NDUFS4"	4724	"phen"
"NDUFS6"	4726	"phen"
"NDUFS7"	374291	"phen"
"NDUFS8"	4728	"phen"
"NDUFV1"	4723	"phen"
"NDUFV2"	4729	"phen"
"NEB"	4703	"phen"
"NEBL"	10529	"phen"
"NEDD4L"	23327	"phen"
"NEDD9"	4739	"phen"
"NEFH"	4744	"phen"
"NEFL"	4747	"phen"
"NEGR1"	257194	"phen"
"NEIL1"	79661	"phen"
"NEIL2"	252969	"phen"
"NEIL3"	55247	"phen"
"NEK1"	4750	"phen"
"NEK2"	4751	"phen"
"NEK7"	140609	"phen"
"NEK8"	284086	"phen"
"NELFA"	7469	"phen"
"NELFB"	25920	"phen"
"NELL1"	4745	"phen"
"NELL2"	4753	"phen"
"NEO1"	4756	"phen"
"NETO1"	81832	"phen"
"NETO2"	81831	"phen"
"NEU1"	4758	"phen"
"NEU3"	10825	"phen"
"NEU4"	129807	"phen"
"NEURL1"	9148	"phen"
"NEURL2"	140825	"phen"
"NEUROD1"	4760	"phen"
"NEUROD2"	4761	"phen"
"NEUROD4"	58158	"phen"
"NEUROD6"	63974	"phen"
"NEUROG1"	4762	"phen"
"NEUROG2"	63973	"phen"
"NEUROG3"	50674	"phen"
"NEXN"	91624	"phen"
"NF1"	4763	"phen"
"NF2"	4771	"phen"
"NFASC"	23114	"phen"
"NFAT5"	10725	"phen"
"NFATC1"	4772	"phen"
"NFATC2"	4773	"phen"
"NFATC2IP"	84901	"phen"
"NFATC3"	4775	"phen"
"NFATC4"	4776	"phen"
"NFE2"	4778	"phen"
"NFE2L1"	4779	"phen"
"NFE2L2"	4780	"phen"
"NFE2L3"	9603	"phen"
"NFIA"	4774	"phen"
"NFIB"	4781	"phen"
"NFIC"	4782	"phen"
"NFIL3"	4783	"phen"
"NFIX"	4784	"phen"
"NFKB1"	4790	"phen"
"NFKB2"	4791	"phen"
"NFKBIA"	4792	"phen"
"NFKBIB"	4793	"phen"
"NFKBID"	84807	"phen"
"NFKBIE"	4794	"phen"
"NFKBIL1"	4795	"phen"
"NFKBIZ"	64332	"phen"
"NFU1"	27247	"phen"
"NFXL1"	152518	"phen"
"NFYA"	4800	"phen"
"NGB"	58157	"phen"
"NGEF"	25791	"phen"
"NGF"	4803	"phen"
"NGFR"	4804	"phen"
"NGLY1"	55768	"phen"
"NGRN"	51335	"phen"
"NHEJ1"	79840	"phen"
"NHLH1"	4807	"phen"
"NHLH2"	4808	"phen"
"NHLRC1"	378884	"phen"
"NHP2"	55651	"phen"
"NHS"	4810	"phen"
"NID1"	4811	"phen"
"NIN"	51199	"phen"
"NINJ1"	4814	"phen"
"NIPA1"	123606	"phen"
"NIPA2"	81614	"phen"
"NIPAL3"	57185	"phen"
"NIPAL4"	348938	"phen"
"NIPBL"	25836	"phen"
"NIPSNAP1"	8508	"phen"
"NIT1"	4817	"phen"
"NKAP"	79576	"phen"
"NKD1"	85407	"phen"
"NKD2"	85409	"phen"
"NKIRAS2"	28511	"phen"
"NKX2-1"	7080	"phen"
"NKX2-2"	4821	"phen"
"NKX2-3"	159296	"phen"
"NKX2-5"	1482	"phen"
"NKX2-6"	137814	"phen"
"NKX2-8"	26257	"phen"
"NKX3-1"	4824	"phen"
"NKX3-2"	579	"phen"
"NKX6-1"	4825	"phen"
"NKX6-2"	84504	"phen"
"NLE1"	54475	"phen"
"NLGN1"	22871	"phen"
"NLGN2"	57555	"phen"
"NLGN3"	54413	"phen"
"NLGN4X"	57502	"phen"
"NLK"	51701	"phen"
"NLRC3"	197358	"phen"
"NLRC4"	58484	"phen"
"NLRC5"	84166	"phen"
"NLRP1"	22861	"phen"
"NLRP10"	338322	"phen"
"NLRP11"	204801	"phen"
"NLRP12"	91662	"phen"
"NLRP2"	55655	"phen"
"NLRP3"	114548	"phen"
"NLRP5"	126206	"phen"
"NLRP6"	171389	"phen"
"NLRP7"	199713	"phen"
"NLRP9"	338321	"phen"
"NLRX1"	79671	"phen"
"NMBR"	4829	"phen"
"NME1"	4830	"phen"
"NME2"	4831	"phen"
"NME3"	4832	"phen"
"NME5"	8382	"phen"
"NME8"	51314	"phen"
"NMNAT1"	64802	"phen"
"NMNAT2"	23057	"phen"
"NMU"	10874	"phen"
"NMUR1"	10316	"phen"
"NMUR2"	56923	"phen"
"NNMT"	4837	"phen"
"NNT"	23530	"phen"
"NOA1"	84273	"phen"
"NOBOX"	135935	"phen"
"NOD1"	10392	"phen"
"NOD2"	64127	"phen"
"NODAL"	4838	"phen"
"NOG"	9241	"phen"
"NOL3"	8996	"phen"
"NONO"	4841	"phen"
"NOP10"	55505	"phen"
"NOP56"	10528	"phen"
"NOS1"	4842	"phen"
"NOS2"	4843	"phen"
"NOS3"	4846	"phen"
"NOSTRIN"	115677	"phen"
"NOTCH1"	4851	"phen"
"NOTCH2"	4853	"phen"
"NOTCH3"	4854	"phen"
"NOTCH4"	4855	"phen"
"NOTO"	344022	"phen"
"NOV"	4856	"phen"
"NOVA1"	4857	"phen"
"NOVA2"	4858	"phen"
"NOX1"	27035	"phen"
"NOX3"	50508	"phen"
"NOX4"	50507	"phen"
"NOXO1"	124056	"phen"
"NPAS1"	4861	"phen"
"NPAS2"	4862	"phen"
"NPAS3"	64067	"phen"
"NPAS4"	266743	"phen"
"NPB"	256933	"phen"
"NPBWR1"	2831	"phen"
"NPC1"	4864	"phen"
"NPC1L1"	29881	"phen"
"NPC2"	10577	"phen"
"NPEPPS"	9520	"phen"
"NPHP1"	4867	"phen"
"NPHP3"	27031	"phen"
"NPHP4"	261734	"phen"
"NPHS1"	4868	"phen"
"NPHS2"	7827	"phen"
"NPLOC4"	55666	"phen"
"NPM1"	4869	"phen"
"NPM2"	10361	"phen"
"NPNT"	255743	"phen"
"NPPA"	4878	"phen"
"NPPC"	4880	"phen"
"NPR1"	4881	"phen"
"NPR2"	4882	"phen"
"NPR3"	4883	"phen"
"NPRL3"	8131	"phen"
"NPSR1"	387129	"phen"
"NPTN"	27020	"phen"
"NPTX1"	4884	"phen"
"NPTX2"	4885	"phen"
"NPTXR"	23467	"phen"
"NPY"	4852	"phen"
"NPY1R"	4886	"phen"
"NPY2R"	4887	"phen"
"NPY4R"	5540	"phen"
"NPY5R"	4889	"phen"
"NQO1"	1728	"phen"
"NQO2"	4835	"phen"
"NR0B1"	190	"phen"
"NR0B2"	8431	"phen"
"NR1D1"	9572	"phen"
"NR1D2"	9975	"phen"
"NR1H2"	7376	"phen"
"NR1H3"	10062	"phen"
"NR1H4"	9971	"phen"
"NR1I2"	8856	"phen"
"NR1I3"	9970	"phen"
"NR2C1"	7181	"phen"
"NR2C2"	7182	"phen"
"NR2E1"	7101	"phen"
"NR2E3"	10002	"phen"
"NR2F1"	7025	"phen"
"NR2F2"	7026	"phen"
"NR2F6"	2063	"phen"
"NR3C1"	2908	"phen"
"NR3C2"	4306	"phen"
"NR4A1"	3164	"phen"
"NR4A2"	4929	"phen"
"NR4A3"	8013	"phen"
"NR5A1"	2516	"phen"
"NR5A2"	2494	"phen"
"NR6A1"	2649	"phen"
"NRARP"	441478	"phen"
"NRAS"	4893	"phen"
"NRBP1"	29959	"phen"
"NRCAM"	4897	"phen"
"NRD1"	4898	"phen"
"NRDE2"	55051	"phen"
"NREP"	9315	"phen"
"NRF1"	4899	"phen"
"NRG1"	3084	"phen"
"NRG2"	9542	"phen"
"NRG3"	10718	"phen"
"NRGN"	4900	"phen"
"NRIP1"	8204	"phen"
"NRK"	203447	"phen"
"NRL"	4901	"phen"
"NRN1"	51299	"phen"
"NRP1"	8829	"phen"
"NRP2"	8828	"phen"
"NRTN"	4902	"phen"
"NRXN1"	9378	"phen"
"NRXN2"	9379	"phen"
"NRXN3"	9369	"phen"
"NSD1"	64324	"phen"
"NSDHL"	50814	"phen"
"NSMAF"	8439	"phen"
"NSMF"	26012	"phen"
"NSUN2"	54888	"phen"
"NSUN7"	79730	"phen"
"NT5C2"	22978	"phen"
"NT5C3A"	51251	"phen"
"NT5E"	4907	"phen"
"NT5M"	56953	"phen"
"NTAN1"	123803	"phen"
"NTF3"	4908	"phen"
"NTF4"	4909	"phen"
"NTHL1"	4913	"phen"
"NTN4"	59277	"phen"
"NTNG2"	84628	"phen"
"NTRK1"	4914	"phen"
"NTRK2"	4915	"phen"
"NTRK3"	4916	"phen"
"NTS"	4922	"phen"
"NTSR1"	4923	"phen"
"NTSR2"	23620	"phen"
"NUAK1"	9891	"phen"
"NUAK2"	81788	"phen"
"NUBP1"	4682	"phen"
"NUBPL"	80224	"phen"
"NUDT1"	4521	"phen"
"NUFIP1"	26747	"phen"
"NUFIP2"	57532	"phen"
"NUGGC"	389643	"phen"
"NUMA1"	4926	"phen"
"NUMB"	8650	"phen"
"NUMBL"	9253	"phen"
"NUP133"	55746	"phen"
"NUP210L"	91181	"phen"
"NUP214"	8021	"phen"
"NUP50"	10762	"phen"
"NUP62"	23636	"phen"
"NUP85"	79902	"phen"
"NUP88"	4927	"phen"
"NUP98"	4928	"phen"
"NUPR1"	26471	"phen"
"NUSAP1"	51203	"phen"
"NUTM1"	256646	"phen"
"NUTM2A"	728118	"phen"
"NUTM2B"	729262	"phen"
"NXF1"	10482	"phen"
"NXF2"	56001	"phen"
"NXF2B"	728343	"phen"
"NXF3"	56000	"phen"
"NXF5"	55998	"phen"
"NXN"	64359	"phen"
"NXNL1"	115861	"phen"
"NXNL2"	158046	"phen"
"NXPH1"	30010	"phen"
"NXPH3"	11248	"phen"
"NXPH4"	11247	"phen"
"NYX"	60506	"phen"
"OAS1"	4938	"phen"
"OASL"	8638	"phen"
"OAT"	4942	"phen"
"OAZ3"	51686	"phen"
"OBSCN"	84033	"phen"
"OBSL1"	23363	"phen"
"OC90"	729330	"phen"
"OCA2"	4948	"phen"
"OCLN"	100506658	"phen"
"OCM"	654231	"phen"
"OCRL"	4952	"phen"
"ODAM"	54959	"phen"
"ODC1"	4953	"phen"
"ODF1"	4956	"phen"
"ODF2"	4957	"phen"
"OFD1"	8481	"phen"
"OGDH"	4967	"phen"
"OGG1"	4968	"phen"
"OGN"	4969	"phen"
"OGT"	8473	"phen"
"OIT3"	170392	"phen"
"OLFM1"	10439	"phen"
"OLFM4"	10562	"phen"
"OLIG1"	116448	"phen"
"OLIG2"	10215	"phen"
"OLIG3"	167826	"phen"
"OLR1"	4973	"phen"
"OMA1"	115209	"phen"
"OMD"	4958	"phen"
"OMG"	4974	"phen"
"OMP"	4975	"phen"
"ONECUT1"	3175	"phen"
"ONECUT2"	9480	"phen"
"OOEP"	441161	"phen"
"OPA1"	4976	"phen"
"OPA3"	80207	"phen"
"OPCML"	4978	"phen"
"OPHN1"	4983	"phen"
"OPLAH"	26873	"phen"
"OPN1LW"	5956	"phen"
"OPN1MW"	2652	"phen"
"OPN1SW"	611	"phen"
"OPN4"	94233	"phen"
"OPRD1"	4985	"phen"
"OPRK1"	4986	"phen"
"OPRL1"	4987	"phen"
"OPRM1"	4988	"phen"
"OPTC"	26254	"phen"
"OPTN"	10133	"phen"
"OR10A2"	341276	"phen"
"OR10A4"	283297	"phen"
"OR10A5"	144124	"phen"
"OR10J5"	127385	"phen"
"OR2J3"	442186	"phen"
"OR4M2"	390538	"phen"
"OR4N4"	283694	"phen"
"OR51E2"	81285	"phen"
"OR5D16"	390144	"phen"
"OR8A1"	390275	"phen"
"ORAI1"	84876	"phen"
"ORC1"	4998	"phen"
"ORC3"	23595	"phen"
"ORC4"	5000	"phen"
"ORC6"	23594	"phen"
"OS9"	10956	"phen"
"OSCAR"	126014	"phen"
"OSM"	5008	"phen"
"OSMR"	9180	"phen"
"OSR1"	130497	"phen"
"OSR2"	116039	"phen"
"OSTM1"	28962	"phen"
"OTC"	5009	"phen"
"OTOA"	146183	"phen"
"OTOF"	9381	"phen"
"OTOG"	340990	"phen"
"OTOGL"	283310	"phen"
"OTOP1"	133060	"phen"
"OTOP3"	347741	"phen"
"OTOS"	150677	"phen"
"OTP"	23440	"phen"
"OTUB2"	78990	"phen"
"OTUD7B"	56957	"phen"
"OTULIN"	90268	"phen"
"OTX1"	5013	"phen"
"OTX2"	5015	"phen"
"OVOL1"	5017	"phen"
"OVOL2"	58495	"phen"
"OXCT1"	5019	"phen"
"OXGR1"	27199	"phen"
"OXR1"	55074	"phen"
"OXSR1"	9943	"phen"
"OXT"	5020	"phen"
"OXTR"	5021	"phen"
"P2RX1"	5023	"phen"
"P2RX2"	22953	"phen"
"P2RX3"	5024	"phen"
"P2RX4"	5025	"phen"
"P2RX5"	5026	"phen"
"P2RX6"	9127	"phen"
"P2RX7"	5027	"phen"
"P2RY1"	5028	"phen"
"P2RY12"	64805	"phen"
"P2RY13"	53829	"phen"
"P2RY14"	9934	"phen"
"P2RY2"	5029	"phen"
"P2RY4"	5030	"phen"
"P2RY6"	5031	"phen"
"P2RY8"	286530	"phen"
"P4HA1"	5033	"phen"
"P4HB"	5034	"phen"
"PABPC1L"	80336	"phen"
"PABPN1"	8106	"phen"
"PABPN1L"	390748	"phen"
"PACS1"	55690	"phen"
"PACS2"	23241	"phen"
"PADI2"	11240	"phen"
"PADI4"	23569	"phen"
"PADI6"	353238	"phen"
"PAFAH1B1"	5048	"phen"
"PAFAH1B2"	5049	"phen"
"PAFAH1B3"	5050	"phen"
"PAFAH2"	5051	"phen"
"PAG1"	55824	"phen"
"PAH"	5053	"phen"
"PAIP2"	51247	"phen"
"PAIP2B"	400961	"phen"
"PAK1"	5058	"phen"
"PAK1IP1"	55003	"phen"
"PAK2"	5062	"phen"
"PAK3"	5063	"phen"
"PAK4"	10298	"phen"
"PAK6"	56924	"phen"
"PAK7"	57144	"phen"
"PALB2"	79728	"phen"
"PALLD"	23022	"phen"
"PAM"	5066	"phen"
"PANK1"	53354	"phen"
"PANK2"	80025	"phen"
"PANK3"	79646	"phen"
"PANX1"	24145	"phen"
"PANX2"	56666	"phen"
"PAPD4"	167153	"phen"
"PAPOLB"	56903	"phen"
"PAPPA"	5069	"phen"
"PAPPA2"	60676	"phen"
"PAPSS2"	9060	"phen"
"PAQR3"	152559	"phen"
"PAQR8"	85315	"phen"
"PARD3"	56288	"phen"
"PARG"	8505	"phen"
"PARK2"	5071	"phen"
"PARK7"	11315	"phen"
"PARL"	55486	"phen"
"PARP1"	142	"phen"
"PARP10"	84875	"phen"
"PARP2"	10038	"phen"
"PARP3"	10039	"phen"
"PARVA"	55742	"phen"
"PARVB"	29780	"phen"
"PASK"	23178	"phen"
"PATL2"	197135	"phen"
"PATZ1"	23598	"phen"
"PAWR"	5074	"phen"
"PAX1"	5075	"phen"
"PAX2"	5076	"phen"
"PAX3"	5077	"phen"
"PAX4"	5078	"phen"
"PAX5"	5079	"phen"
"PAX6"	5080	"phen"
"PAX7"	5081	"phen"
"PAX8"	7849	"phen"
"PAX9"	5083	"phen"
"PAXIP1"	22976	"phen"
"PBK"	55872	"phen"
"PBRM1"	55193	"phen"
"PBX1"	5087	"phen"
"PBX2"	5089	"phen"
"PBX3"	5090	"phen"
"PC"	5091	"phen"
"PCBD1"	5092	"phen"
"PCBP1"	5093	"phen"
"PCCA"	5095	"phen"
"PCCB"	5096	"phen"
"PCDH10"	57575	"phen"
"PCDH15"	65217	"phen"
"PCDH17"	27253	"phen"
"PCDH19"	57526	"phen"
"PCDH9"	5101	"phen"
"PCGF2"	7703	"phen"
"PCGF3"	10336	"phen"
"PCID2"	55795	"phen"
"PCK1"	5105	"phen"
"PCK2"	5106	"phen"
"PCLO"	27445	"phen"
"PCM1"	5108	"phen"
"PCNA"	5111	"phen"
"PCNT"	5116	"phen"
"PCOLCE"	5118	"phen"
"PCP2"	126006	"phen"
"PCP4"	5121	"phen"
"PCSK1"	5122	"phen"
"PCSK1N"	27344	"phen"
"PCSK2"	5126	"phen"
"PCSK4"	54760	"phen"
"PCSK5"	5125	"phen"
"PCSK6"	5046	"phen"
"PCSK7"	9159	"phen"
"PCSK9"	255738	"phen"
"PCTP"	58488	"phen"
"PCYT1A"	5130	"phen"
"PCYT1B"	9468	"phen"
"PCYT2"	5833	"phen"
"PDC"	5132	"phen"
"PDCD1"	5133	"phen"
"PDCD10"	11235	"phen"
"PDCD1LG2"	80380	"phen"
"PDCD2"	5134	"phen"
"PDCD4"	27250	"phen"
"PDCL"	5082	"phen"
"PDE10A"	10846	"phen"
"PDE11A"	50940	"phen"
"PDE1B"	5153	"phen"
"PDE1C"	5137	"phen"
"PDE2A"	5138	"phen"
"PDE3A"	5139	"phen"
"PDE3B"	5140	"phen"
"PDE4A"	5141	"phen"
"PDE4B"	5142	"phen"
"PDE4D"	5144	"phen"
"PDE4DIP"	9659	"phen"
"PDE6A"	5145	"phen"
"PDE6B"	5158	"phen"
"PDE6C"	5146	"phen"
"PDE6D"	5147	"phen"
"PDE6G"	5148	"phen"
"PDE6H"	5149	"phen"
"PDE8A"	5151	"phen"
"PDE8B"	8622	"phen"
"PDGFA"	5154	"phen"
"PDGFB"	5155	"phen"
"PDGFC"	56034	"phen"
"PDGFRA"	5156	"phen"
"PDGFRB"	5159	"phen"
"PDGFRL"	5157	"phen"
"PDHA1"	5160	"phen"
"PDHB"	5162	"phen"
"PDHX"	8050	"phen"
"PDIA3"	2923	"phen"
"PDILT"	204474	"phen"
"PDK2"	5164	"phen"
"PDK3"	5165	"phen"
"PDK4"	5166	"phen"
"PDLIM2"	64236	"phen"
"PDLIM4"	8572	"phen"
"PDLIM5"	10611	"phen"
"PDP1"	54704	"phen"
"PDPK1"	5170	"phen"
"PDPN"	10630	"phen"
"PDS5B"	23047	"phen"
"PDSS1"	23590	"phen"
"PDSS2"	57107	"phen"
"PDX1"	3651	"phen"
"PDXK"	8566	"phen"
"PDYN"	5173	"phen"
"PDZD7"	79955	"phen"
"PDZK1"	5174	"phen"
"PEA15"	8682	"phen"
"PECAM1"	5175	"phen"
"PEG10"	23089	"phen"
"PEG3"	5178	"phen"
"PELI1"	57162	"phen"
"PELI3"	246330	"phen"
"PELO"	53918	"phen"
"PEMT"	10400	"phen"
"PENK"	5179	"phen"
"PEPD"	5184	"phen"
"PER1"	5187	"phen"
"PER2"	8864	"phen"
"PER3"	8863	"phen"
"PERP"	64065	"phen"
"PES1"	23481	"phen"
"PEX1"	5189	"phen"
"PEX10"	5192	"phen"
"PEX11A"	8800	"phen"
"PEX11B"	8799	"phen"
"PEX12"	5193	"phen"
"PEX13"	5194	"phen"
"PEX14"	5195	"phen"
"PEX16"	9409	"phen"
"PEX19"	5824	"phen"
"PEX2"	5828	"phen"
"PEX26"	55670	"phen"
"PEX3"	8504	"phen"
"PEX5"	5830	"phen"
"PEX5L"	51555	"phen"
"PEX6"	5190	"phen"
"PEX7"	5191	"phen"
"PF4"	5196	"phen"
"PFAS"	5198	"phen"
"PFDN2"	5202	"phen"
"PFDN5"	5204	"phen"
"PFKFB1"	5207	"phen"
"PFKFB3"	5209	"phen"
"PFKL"	5211	"phen"
"PFKM"	5213	"phen"
"PFN1"	5216	"phen"
"PFN2"	5217	"phen"
"PGAM2"	5224	"phen"
"PGAM5"	192111	"phen"
"PGAP1"	80055	"phen"
"PGAP2"	27315	"phen"
"PGAP3"	93210	"phen"
"PGD"	5226	"phen"
"PGF"	5228	"phen"
"PGGT1B"	5229	"phen"
"PGK1"	5230	"phen"
"PGK2"	5232	"phen"
"PGLYRP1"	8993	"phen"
"PGLYRP2"	114770	"phen"
"PGLYRP3"	114771	"phen"
"PGLYRP4"	57115	"phen"
"PGM1"	5236	"phen"
"PGM3"	5238	"phen"
"PGR"	5241	"phen"
"PHACTR4"	65979	"phen"
"PHB"	5245	"phen"
"PHB2"	11331	"phen"
"PHC1"	1911	"phen"
"PHC2"	1912	"phen"
"PHEX"	5251	"phen"
"PHF11"	51131	"phen"
"PHF14"	9678	"phen"
"PHF2"	5253	"phen"
"PHF20"	51230	"phen"
"PHF21A"	51317	"phen"
"PHF5A"	84844	"phen"
"PHF6"	84295	"phen"
"PHF8"	23133	"phen"
"PHGDH"	26227	"phen"
"PHKA1"	5255	"phen"
"PHKA2"	5256	"phen"
"PHKB"	5257	"phen"
"PHKG2"	5261	"phen"
"PHLDA2"	7262	"phen"
"PHLDA3"	23612	"phen"
"PHLPP1"	23239	"phen"
"PHOSPHO1"	162466	"phen"
"PHOX2A"	401	"phen"
"PHOX2B"	8929	"phen"
"PHYH"	5264	"phen"
"PHYKPL"	85007	"phen"
"PI3"	5266	"phen"
"PI4KA"	5297	"phen"
"PIAS1"	8554	"phen"
"PIAS2"	9063	"phen"
"PIAS4"	51588	"phen"
"PICALM"	8301	"phen"
"PICK1"	9463	"phen"
"PIEZO1"	9780	"phen"
"PIEZO2"	63895	"phen"
"PIF1"	80119	"phen"
"PIFO"	128344	"phen"
"PIGA"	5277	"phen"
"PIGL"	9487	"phen"
"PIGM"	93183	"phen"
"PIGN"	23556	"phen"
"PIGO"	84720	"phen"
"PIGP"	51227	"phen"
"PIGR"	5284	"phen"
"PIGT"	51604	"phen"
"PIGV"	55650	"phen"
"PIK3AP1"	118788	"phen"
"PIK3C3"	5289	"phen"
"PIK3CA"	5290	"phen"
"PIK3CB"	5291	"phen"
"PIK3CD"	5293	"phen"
"PIK3CG"	5294	"phen"
"PIK3R1"	5295	"phen"
"PIK3R2"	5296	"phen"
"PIK3R4"	30849	"phen"
"PIK3R5"	23533	"phen"
"PIKFYVE"	200576	"phen"
"PILRA"	29992	"phen"
"PILRB"	29990	"phen"
"PIM1"	5292	"phen"
"PIM2"	11040	"phen"
"PIM3"	415116	"phen"
"PIN1"	5300	"phen"
"PINK1"	65018	"phen"
"PINX1"	54984	"phen"
"PIP"	5304	"phen"
"PIP5K1A"	8394	"phen"
"PIP5K1B"	8395	"phen"
"PIP5K1C"	23396	"phen"
"PIRT"	644139	"phen"
"PITPNA"	5306	"phen"
"PITPNB"	23760	"phen"
"PITPNM1"	9600	"phen"
"PITPNM3"	83394	"phen"
"PITRM1"	10531	"phen"
"PITX1"	5307	"phen"
"PITX2"	5308	"phen"
"PITX3"	5309	"phen"
"PIWIL1"	9271	"phen"
"PIWIL2"	55124	"phen"
"PIWIL4"	143689	"phen"
"PKD1"	5310	"phen"
"PKD1L1"	168507	"phen"
"PKD1L3"	342372	"phen"
"PKD2"	5311	"phen"
"PKD2L1"	9033	"phen"
"PKD2L2"	27039	"phen"
"PKDCC"	91461	"phen"
"PKDREJ"	10343	"phen"
"PKHD1"	5314	"phen"
"PKLR"	5313	"phen"
"PKM"	5315	"phen"
"PKN1"	5585	"phen"
"PKNOX1"	5316	"phen"
"PKP1"	5317	"phen"
"PKP2"	5318	"phen"
"PKP3"	11187	"phen"
"PLA2G10"	8399	"phen"
"PLA2G12B"	84647	"phen"
"PLA2G15"	23659	"phen"
"PLA2G1B"	5319	"phen"
"PLA2G2A"	5320	"phen"
"PLA2G2D"	26279	"phen"
"PLA2G3"	50487	"phen"
"PLA2G4A"	5321	"phen"
"PLA2G5"	5322	"phen"
"PLA2G6"	8398	"phen"
"PLA2G7"	7941	"phen"
"PLA2R1"	22925	"phen"
"PLAC1"	10761	"phen"
"PLAC8"	51316	"phen"
"PLAG1"	5324	"phen"
"PLAGL1"	5325	"phen"
"PLAGL2"	5326	"phen"
"PLAT"	5327	"phen"
"PLAU"	5328	"phen"
"PLAUR"	5329	"phen"
"PLCB1"	23236	"phen"
"PLCB2"	5330	"phen"
"PLCB3"	5331	"phen"
"PLCB4"	5332	"phen"
"PLCD1"	5333	"phen"
"PLCD4"	84812	"phen"
"PLCE1"	51196	"phen"
"PLCG1"	5335	"phen"
"PLCG2"	5336	"phen"
